,Year,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
146,2019,George Mason,A-10,18,15,70.1,69.4,0.76,0.08,0.22,0.62,0.84,103.63,101.50,2.13
147,2019,Louisiana-Monroe,Sun Belt,19,16,79.2,75.3,3.89,-1.96,4.03,-3.22,0.81,111.07,108.78,2.29
148,2019,Miami (OH),MAC (East),15,17,70.8,69.8,1.06,2.31,-1.56,2.34,0.77,104.12,102.55,1.57
149,2019,Samford,Southern,17,16,78.3,75.4,2.91,-2.03,3.89,-3.20,0.69,104.61,102.87,1.74
150,2019,UTSA,CUSA,17,15,77.5,75.2,2.31,0.05,5.44,-4.75,0.69,104.15,102.22,1.93
151,2019,Austin Peay,OVC,22,11,82.2,73.1,9.06,-4.41,4.22,-3.63,0.59,108.18,106.22,1.96
152,2019,Bucknell,Patriot,21,12,76.8,73.3,3.52,-2.93,3.61,-3.02,0.59,104.22,103.36,0.86
153,2019,Duquesne,A-10,19,13,73.5,72.3,1.16,-0.63,2.63,-2.10,0.53,104.20,102.80,1.40
154,2019,Eastern Michigan,MAC (West),15,17,68.8,69.2,-0.31,4.43,-5.57,5.97,0.40,102.43,101.60,0.83
155,2019,UAB,CUSA,20,15,70.6,67.7,2.86,-1.52,-1.51,1.87,0.36,105.52,104.00,1.52
156,2019,Bradley,MVC,20,15,66.5,65.3,1.26,-0.90,-4.59,4.52,-0.08,101.66,101.06,0.60
157,2019,Colorado State,MWC,12,20,74.8,75.2,-0.41,1.41,2.12,-2.23,-0.11,108.33,107.68,0.65
158,2019,North Texas,CUSA,21,12,69.8,62.9,6.82,-3.48,-6.36,6.11,-0.25,98.52,97.68,0.84
159,2019,Saint Joseph's,A-10,14,19,70.5,72.6,-2.09,1.66,1.59,-2.02,-0.43,105.03,105.11,-0.08
160,2019,Coastal Carolina,Sun Belt,17,17,77.7,74.1,3.56,-1.94,2.97,-3.48,-0.50,105.34,105.57,-0.23
161,2019,UT Arlington,Sun Belt,17,16,69.2,69.8,-0.58,0.84,-3.75,3.24,-0.50,99.08,98.77,0.31
162,2019,New Mexico,MWC,14,18,76.3,76.7,-0.34,1.61,4.74,-5.29,-0.55,103.22,103.12,0.11
163,2019,Brown,Ivy,20,12,73.6,68.9,4.72,-3.29,-1.02,0.40,-0.62,97.25,98.06,-0.82
164,2019,Marshall,CUSA,23,14,80.5,80.5,-0.03,-0.61,8.44,-9.08,-0.64,105.57,105.65,-0.08
165,2019,Missouri State,MVC,16,16,68.9,67.4,1.53,-1.03,-3.22,2.03,-1.20,102.85,103.23,-0.38
166,2019,Hawaii,Big West,18,13,72.3,68.7,3.55,-3.61,-2.07,0.77,-1.30,103.63,105.11,-1.48
167,2019,Richmond,A-10,13,20,70.1,70.7,-0.58,-0.79,-0.33,-1.04,-1.37,107.81,109.00,-1.20
168,2019,Florida Atlantic,CUSA,17,16,70.4,68.0,2.39,-1.76,-4.07,2.64,-1.42,98.64,99.47,-0.84
169,2019,Seattle,WAC,18,15,73.3,69.2,4.15,-3.85,-2.63,1.16,-1.47,100.58,102.05,-1.47
170,2019,Northern Iowa,MVC,16,18,65.1,65.6,-0.44,0.62,-6.27,4.73,-1.54,100.51,101.75,-1.23
171,2019,UC Santa Barbara,Big West,22,10,73.4,66.1,7.38,-5.55,-3.31,1.70,-1.62,103.77,105.11,-1.34
172,2019,Washington State,Pac-12,11,21,74.8,78.7,-3.88,2.20,4.11,-5.78,-1.67,106.11,108.23,-2.12
173,2019,Ohio,MAC (East),14,17,70.1,73.8,-3.68,3.16,-2.08,0.24,-1.84,97.38,99.60,-2.22
174,2019,Abilene Christian,Southland,27,7,73.6,63.6,10.03,-7.34,-4.14,2.24,-1.91,101.19,102.72,-1.53
175,2019,Santa Clara,WCC,16,15,68.2,70.1,-1.84,0.92,-3.17,1.26,-1.91,100.74,102.44,-1.70
176,2019,Texas-Rio Grande Valley,WAC,20,17,71.2,70.9,0.30,-1.61,-1.70,-0.34,-2.04,97.34,99.25,-1.91
177,2019,Illinois State,MVC,17,16,68.4,70.1,-1.73,0.25,-2.43,0.36,-2.06,101.01,103.33,-2.31
178,2019,Louisiana,Sun Belt,19,13,81.6,80.5,1.16,-1.51,5.77,-7.84,-2.07,104.77,106.88,-2.11
179,2019,Stony Brook,AEC,24,9,71.6,66.3,5.33,-6.48,-2.66,0.56,-2.10,96.93,99.73,-2.81
180,2019,Green Bay,Horizon,21,17,81.3,79.9,1.42,-0.36,5.85,-8.09,-2.24,103.23,105.23,-2.00
181,2019,Oakland,Horizon,16,17,76.8,76.2,0.58,-1.48,2.47,-4.73,-2.27,107.55,110.10,-2.55
182,2019,Omaha,Summit,21,11,78.8,76.7,2.16,-3.39,3.59,-5.91,-2.32,108.12,110.61,-2.48
183,2019,Lehigh,Patriot,20,11,80.0,77.8,2.13,-4.46,6.13,-8.47,-2.34,105.80,108.76,-2.96
184,2019,Charleston Southern,Big South,18,16,75.7,69.7,6.03,-4.19,-1.68,-0.74,-2.43,99.64,101.93,-2.29
185,2019,Pacific,WCC,14,18,66.8,70.0,-3.22,1.97,-5.38,2.92,-2.46,99.72,103.58,-3.86
186,2019,Gardner-Webb,Big South,23,12,77.7,70.5,7.14,-4.43,1.19,-3.80,-2.61,104.02,106.94,-2.92
187,2019,Indiana State,MVC,15,16,69.2,71.5,-2.32,0.62,-1.04,-1.68,-2.72,100.77,103.83,-3.06
188,2019,IUPUI,Horizon,16,17,76.0,73.6,2.36,-3.04,-0.74,-1.98,-2.72,101.31,104.25,-2.93
189,2019,Mercer,Southern,11,20,72.5,72.5,0.06,-0.24,-2.69,-0.17,-2.86,101.75,104.59,-2.84
190,2019,Winthrop,Big South,18,12,83.3,78.6,4.70,-3.74,6.13,-9.02,-2.89,105.10,108.08,-2.98
191,2019,Massachusetts,A-10,11,21,70.7,73.6,-2.84,-0.18,-0.23,-2.80,-3.02,103.29,107.39,-4.10
192,2019,Illinois-Chicago,Horizon,16,16,74.7,74.5,0.19,-1.99,-0.03,-3.13,-3.15,99.25,102.47,-3.22
193,2019,California,Pac-12,8,23,68.4,77.0,-8.58,5.42,-1.37,-1.79,-3.16,103.62,107.65,-4.03
194,2019,Sam Houston State,Southland,21,12,75.0,69.9,5.12,-5.84,-0.98,-2.20,-3.17,102.48,106.32,-3.84
195,2019,Cal State Fullerton,Big West,16,18,71.7,71.0,0.68,-1.14,-1.33,-1.96,-3.29,97.23,101.35,-4.13
196,2019,Hampton,Big South,18,17,81.3,76.3,5.09,-5.06,5.13,-8.47,-3.34,103.51,107.39,-3.88
197,2019,Valparaiso,MVC,15,18,66.8,66.3,0.55,-1.00,-6.43,3.05,-3.38,97.67,102.08,-4.41
198,2019,Princeton,Ivy,16,12,69.6,69.7,-0.11,-0.89,-5.32,1.89,-3.43,96.62,100.59,-3.96
199,2019,North Florida,A-Sun,16,17,75.3,76.7,-1.39,-0.70,2.47,-5.95,-3.47,101.39,104.91,-3.52
200,2019,Purdue-Fort Wayne,Summit,18,15,82.7,77.5,5.21,-3.60,5.44,-8.90,-3.47,105.03,109.33,-4.31
201,2019,Presbyterian,Big South,20,16,78.3,72.5,5.75,-5.35,1.66,-5.21,-3.56,106.43,110.24,-3.81
202,2019,La Salle,A-10,10,21,67.5,72.4,-4.90,1.29,-2.29,-1.32,-3.61,98.74,102.72,-3.98
203,2019,Campbell,Big South,20,13,75.6,70.5,5.06,-4.39,-1.06,-2.56,-3.62,106.61,110.46,-3.85
204,2019,NJIT,A-Sun,22,13,70.6,68.6,2.03,-4.74,-4.14,0.52,-3.63,99.36,103.71,-4.35
205,2019,Appalachian State,Sun Belt,11,21,79.9,79.3,0.56,0.10,4.56,-8.29,-3.73,104.74,109.20,-4.46
206,2019,Evansville,MVC,11,21,69.8,72.4,-2.59,0.13,-1.45,-2.39,-3.84,98.73,103.55,-4.82
207,2019,California Baptist,WAC,16,15,77.5,72.3,5.23,-4.12,1.70,-5.60,-3.89,103.52,107.65,-4.12
208,2019,Northern Colorado,Big Sky,21,11,76.6,69.7,6.91,-6.76,-3.00,-0.92,-3.92,100.88,105.10,-4.22
209,2019,Hartford,AEC,18,15,75.1,72.9,2.12,-4.89,0.80,-4.75,-3.95,105.28,109.86,-4.58
210,2019,North Dakota State,Summit,19,16,73.0,72.6,0.43,-2.07,-1.85,-2.16,-4.01,105.13,109.98,-4.84
211,2019,American,Patriot,15,15,72.0,69.0,3.03,-7.23,-3.24,-0.95,-4.19,99.65,104.90,-5.26
212,2019,Air Force,MWC,14,18,68.1,71.7,-3.59,0.24,-3.38,-0.90,-4.28,100.24,106.07,-5.83
213,2019,Weber State,Big Sky,18,15,79.3,74.4,4.94,-6.12,1.08,-5.46,-4.37,99.72,105.93,-6.21
214,2019,South Alabama,Sun Belt,17,17,72.9,72.5,0.38,-2.71,-2.98,-1.48,-4.46,101.13,106.30,-5.17
215,2019,Florida International,CUSA,20,14,82.3,80.4,1.88,-1.45,7.04,-11.59,-4.55,100.81,105.48,-4.67
216,2019,Long Beach State,Big West,15,19,74.9,76.0,-1.15,-0.44,1.10,-5.67,-4.57,98.93,104.32,-5.39
217,2019,Iona,MAAC,17,16,76.7,76.0,0.73,-5.50,2.92,-7.69,-4.78,103.93,109.81,-5.88
218,2019,William & Mary,CAA,14,17,74.9,76.9,-2.06,-2.08,0.32,-5.10,-4.78,101.52,107.97,-6.45
219,2019,Little Rock,Sun Belt,10,21,74.2,75.9,-1.68,-2.07,-1.06,-3.80,-4.87,99.17,104.90,-5.73
220,2019,Rider,MAAC,16,15,76.8,75.3,1.55,-6.51,2.68,-7.64,-4.96,98.94,105.82,-6.89
221,2019,Fordham,A-10,12,20,65.9,66.9,-1.03,-2.40,-7.72,2.70,-5.02,96.29,102.70,-6.41
222,2019,Florida Gulf Coast,A-Sun,14,18,71.3,73.8,-2.50,-1.48,-2.58,-2.54,-5.11,99.23,105.54,-6.31
223,2019,Cal State Bakersfield,WAC,18,16,70.9,70.9,0.00,-2.63,-4.83,-0.29,-5.12,99.75,106.62,-6.86
224,2019,Columbia,Ivy,10,18,73.5,73.3,0.25,-2.14,-0.71,-4.47,-5.18,99.50,106.25,-6.75
225,2019,East Carolina,AAC,10,21,67.4,74.2,-6.81,1.31,-3.11,-2.39,-5.49,97.49,104.73,-7.24
226,2019,South Dakota,Summit,13,17,70.6,71.2,-0.60,-3.06,-4.52,-1.00,-5.52,98.53,105.24,-6.71
227,2019,Texas Southern,SWAC,24,14,81.6,79.2,2.47,-6.99,6.66,-12.20,-5.55,101.62,108.39,-6.77
228,2019,High Point,Big South,16,15,68.2,67.9,0.32,-4.39,-8.54,2.91,-5.63,97.83,104.93,-7.10
229,2019,Dartmouth,Ivy,11,19,72.0,70.5,1.47,-3.00,-3.56,-2.19,-5.75,100.69,108.04,-7.36
230,2019,Maryland-Baltimore County,AEC,21,13,67.5,64.0,3.50,-5.85,-8.03,2.18,-5.85,94.01,101.78,-7.77
231,2019,Lamar,Southland,20,13,78.7,70.4,8.33,-7.22,-1.20,-4.74,-5.94,99.73,106.97,-7.24
232,2019,Fairleigh Dickinson,NEC,21,14,74.9,71.9,3.00,-7.24,-0.70,-5.39,-6.09,103.14,110.84,-7.70
233,2019,Middle Tennessee,CUSA,11,21,66.9,72.3,-5.38,1.44,-5.58,-0.51,-6.09,96.16,103.71,-7.55
234,2019,Cornell,Ivy,15,16,69.3,71.3,-2.00,-2.02,-3.98,-2.14,-6.12,96.94,105.35,-8.41
235,2019,Troy,Sun Belt,12,18,72.6,74.7,-2.10,-1.01,-2.32,-3.80,-6.12,101.13,108.85,-7.72
236,2019,UC Davis,Big West,11,20,65.7,68.6,-2.90,-1.50,-7.66,1.40,-6.26,95.01,103.44,-8.43
237,2019,Western Michigan,MAC (West),8,24,70.2,76.2,-6.03,1.48,-2.16,-4.10,-6.26,97.73,105.94,-8.21
238,2019,Detroit Mercy,Horizon,11,20,73.5,79.5,-5.97,-0.36,0.65,-6.98,-6.33,103.58,111.62,-8.05
239,2019,Holy Cross,Patriot,16,17,67.2,69.6,-2.42,-4.01,-7.43,1.00,-6.43,99.29,108.01,-8.71
240,2019,Cal State Northridge,Big West,13,21,76.5,79.4,-2.94,-3.39,3.40,-9.95,-6.54,103.14,111.71,-8.57
241,2019,Rice,CUSA,13,19,74.0,77.5,-3.56,-2.06,2.19,-8.75,-6.56,102.21,110.40,-8.19
242,2019,Boston University,Patriot,15,18,72.3,72.3,-0.06,-5.39,-3.36,-3.25,-6.61,101.25,109.88,-8.62
243,2019,Kansas City,WAC,11,21,69.4,73.2,-3.78,-1.55,-4.92,-1.69,-6.61,98.34,107.07,-8.73
244,2019,George Washington,A-10,9,24,63.5,71.4,-7.85,1.20,-5.55,-1.10,-6.65,95.75,105.12,-9.38
245,2019,Tulane,AAC,4,27,67.2,77.5,-10.35,3.63,-3.43,-3.30,-6.72,95.88,104.38,-8.51
246,2019,Eastern Washington,Big Sky,16,18,72.4,74.3,-1.97,-4.17,-3.20,-3.58,-6.77,98.21,107.36,-9.15
247,2019,Quinnipiac,MAAC,16,15,74.0,72.7,1.26,-8.03,-0.78,-6.00,-6.78,102.27,111.55,-9.29
248,2019,Drexel,CAA,13,19,75.8,77.3,-1.56,-2.93,0.81,-7.83,-7.02,103.66,112.56,-8.89
249,2019,Arkansas State,Sun Belt,13,19,73.7,77.3,-3.63,-1.23,-0.61,-6.49,-7.10,100.08,109.42,-9.34
250,2019,Prairie View,SWAC,22,13,75.1,72.8,2.29,-9.17,-0.86,-6.43,-7.29,98.59,107.76,-9.17
251,2019,Eastern Kentucky,OVC,13,18,82.6,83.1,-0.48,-2.47,5.93,-13.33,-7.40,98.07,106.26,-8.19
252,2019,Army,Patriot,13,19,70.9,72.0,-1.16,-4.73,-5.17,-2.40,-7.57,94.23,103.85,-9.62
253,2019,Southeastern Louisiana,Southland,17,16,67.4,67.5,-0.12,-6.30,-8.89,1.30,-7.59,96.30,105.90,-9.60
254,2019,Morehead State,OVC,13,20,73.7,77.1,-3.39,-1.76,-3.18,-4.56,-7.73,99.67,109.14,-9.47
255,2019,Youngstown State,Horizon,12,20,75.5,78.9,-3.47,-2.05,-0.53,-7.26,-7.78,101.77,111.79,-10.02
256,2019,Chattanooga,Southern,12,20,70.9,74.3,-3.38,-0.76,-4.75,-3.12,-7.87,99.15,109.10,-9.94
257,2019,Sacred Heart,NEC,15,17,79.9,78.4,1.53,-8.11,2.75,-10.64,-7.88,100.92,111.22,-10.31
258,2019,Siena,MAAC,17,16,64.6,66.0,-1.42,-6.47,-9.88,1.99,-7.90,99.79,110.88,-11.09
259,2019,Delaware,CAA,17,16,71.3,72.1,-0.85,-4.82,-4.39,-3.52,-7.91,102.64,113.29,-10.66
260,2019,Montana State,Big Sky,15,17,78.2,79.8,-1.56,-5.81,2.32,-10.23,-7.91,104.46,115.01,-10.55
261,2019,The Citadel,Southern,12,18,85.1,86.1,-1.03,0.03,7.35,-15.28,-7.94,105.44,114.79,-9.35
262,2019,Cleveland State,Horizon,10,21,74.2,78.6,-4.42,-1.52,-0.97,-6.99,-7.96,99.75,110.11,-10.36
263,2019,Norfolk State,MEAC,22,14,73.7,69.5,4.14,-8.74,-3.86,-4.18,-8.04,95.85,106.21,-10.37
264,2019,UNC Wilmington,CAA,10,23,76.2,80.9,-4.70,-2.04,1.30,-9.39,-8.10,102.95,113.74,-10.80
265,2019,UTEP,CUSA,8,21,64.1,69.0,-4.90,-1.71,-9.17,0.94,-8.23,89.50,100.54,-11.04
266,2019,Jacksonville,A-Sun,12,20,74.5,75.1,-0.53,-4.74,-1.95,-6.32,-8.27,96.11,106.83,-10.73
267,2019,Massachusetts-Lowell,AEC,15,17,76.8,75.6,1.13,-6.95,1.11,-9.39,-8.28,101.11,112.41,-11.30
268,2019,Charlotte,CUSA,8,21,61.2,68.7,-7.45,-0.89,-10.37,2.02,-8.34,94.49,106.13,-11.63
269,2019,Longwood,Big South,16,18,70.8,70.8,-0.03,-6.62,-5.65,-2.78,-8.43,96.55,107.78,-11.23
270,2019,Towson,CAA,10,22,67.8,71.7,-3.88,-3.57,-7.31,-1.13,-8.44,97.86,109.79,-11.94
271,2019,James Madison,CAA,14,19,70.4,73.0,-2.64,-4.07,-5.31,-3.22,-8.52,98.73,110.61,-11.88
272,2019,Saint Francis (PA),NEC,18,15,76.3,76.1,0.21,-6.16,-1.54,-7.19,-8.74,100.88,112.42,-11.54
273,2019,North Dakota,Summit,12,18,74.0,73.2,0.80,-3.55,-4.51,-4.28,-8.78,94.94,106.40,-11.46
274,2019,Sacramento State,Big Sky,15,16,70.9,69.5,1.35,-6.78,-6.67,-2.10,-8.78,94.05,105.72,-11.67
275,2019,Canisius,MAAC,15,17,70.3,74.3,-3.94,-4.85,-3.01,-5.78,-8.79,98.61,110.56,-11.94
276,2019,New Orleans,Southland,19,14,72.2,70.5,1.79,-6.47,-5.29,-3.59,-8.88,94.20,105.82,-11.62
277,2019,Milwaukee,Horizon,9,22,69.2,74.7,-5.45,-2.50,-6.34,-2.56,-8.90,97.25,109.15,-11.89
278,2019,Southern Utah,Big Sky,17,17,75.7,75.5,0.21,-6.22,-2.99,-5.93,-8.91,94.12,105.92,-11.80
279,2019,Portland State,Big Sky,16,16,77.3,75.1,2.22,-5.78,-1.40,-7.56,-8.95,98.13,109.85,-11.72
280,2019,Long Island University,NEC,16,16,74.2,73.0,1.13,-9.08,-2.84,-6.15,-8.99,94.55,106.96,-12.41
281,2019,Texas A&M-Corpus Christi,Southland,14,18,66.4,66.4,0.06,-5.68,-11.06,1.95,-9.11,92.12,104.38,-12.26
282,2019,Loyola (MD),Patriot,11,21,72.9,77.4,-4.53,-4.60,-2.23,-6.91,-9.13,98.31,110.40,-12.09
283,2019,Western Carolina,Southern,7,25,72.0,80.1,-8.09,0.34,-1.54,-7.73,-9.28,98.40,110.34,-11.95
284,2019,Oral Roberts,Summit,11,21,72.3,77.6,-5.28,-1.91,-3.15,-6.19,-9.34,100.67,113.25,-12.58
285,2019,Houston Baptist,Southland,12,18,82.2,82.8,-0.63,-5.53,5.41,-14.76,-9.36,100.58,112.88,-12.30
286,2019,Albany (NY),AEC,12,20,67.2,69.3,-2.06,-6.70,-7.04,-2.34,-9.38,95.23,108.31,-13.09
287,2019,Robert Morris,NEC,18,17,69.9,68.7,1.29,-7.62,-8.78,-0.63,-9.41,92.70,105.14,-12.45
288,2019,Marist,MAAC,12,19,67.3,69.3,-1.97,-7.53,-7.92,-1.57,-9.49,97.57,110.60,-13.03
289,2019,Grambling,SWAC,17,17,71.4,68.7,2.65,-9.34,-6.33,-3.40,-9.73,91.71,104.37,-12.66
290,2019,Wyoming,MWC,8,24,65.8,75.3,-9.56,0.19,-6.52,-3.23,-9.75,93.40,106.30,-12.90
291,2019,Western Illinois,Summit,10,21,70.9,73.3,-2.39,-5.18,-6.99,-3.06,-10.04,94.47,108.07,-13.60
292,2019,Navy,Patriot,12,19,66.5,72.6,-6.10,-4.00,-7.80,-2.29,-10.09,94.25,107.65,-13.40
293,2019,St. Francis (NY),NEC,17,16,71.1,70.3,0.76,-8.45,-7.24,-2.95,-10.19,92.43,106.40,-13.97
294,2019,Fairfield,MAAC,9,22,66.8,69.9,-3.06,-7.14,-6.75,-3.45,-10.20,93.94,108.08,-14.14
295,2019,VMI,Southern,11,21,76.0,81.8,-5.75,0.09,1.19,-11.69,-10.50,100.17,113.29,-13.13
296,2019,Monmouth,MAAC,14,21,65.3,71.1,-5.83,-4.83,-9.26,-1.41,-10.66,90.09,104.57,-14.48
297,2019,Northern Arizona,Big Sky,10,21,73.0,77.5,-4.52,-6.23,-2.89,-7.85,-10.75,98.01,112.55,-14.55
298,2019,Portland,WCC,7,25,64.9,74.7,-9.72,0.51,-7.59,-3.20,-10.80,93.71,108.64,-14.93
299,2019,Tennessee-Martin,OVC,12,19,76.0,80.2,-4.19,-4.32,-0.86,-10.08,-10.94,102.17,116.18,-14.01
300,2019,Stephen F. Austin,Southland,14,16,70.2,72.0,-1.87,-5.92,-5.97,-5.02,-10.99,93.30,108.15,-14.85
301,2019,North Alabama,A-Sun,10,22,67.0,73.7,-6.66,-1.69,-7.57,-3.43,-11.00,92.53,106.60,-14.07
302,2019,UC Riverside,Big West,10,23,65.2,69.1,-3.82,-3.19,-9.87,-1.25,-11.12,96.74,112.98,-16.24
303,2019,Lafayette,Patriot,10,20,73.6,78.3,-4.67,-4.93,-1.58,-9.59,-11.17,99.15,113.98,-14.83
304,2019,North Carolina A&T,MEAC,19,13,70.0,69.0,1.00,-9.88,-8.14,-3.11,-11.24,93.77,108.51,-14.75
305,2019,Southeast Missouri State,OVC,10,21,71.5,76.7,-5.23,-4.39,-5.18,-6.13,-11.32,95.04,109.93,-14.89
306,2019,Niagara,MAAC,13,19,72.4,76.0,-3.56,-7.77,-1.48,-9.85,-11.33,98.79,114.53,-15.74
307,2019,Central Arkansas,Southland,14,19,72.2,75.7,-3.48,-4.81,-2.19,-9.18,-11.37,96.60,111.29,-14.69
308,2019,Elon,CAA,11,21,70.8,76.4,-5.59,-3.56,-4.81,-6.72,-11.53,96.60,112.01,-15.41
309,2019,North Carolina Central,MEAC,18,16,71.4,66.6,4.79,-11.24,-9.24,-2.29,-11.53,94.84,110.04,-15.20
310,2019,Tennessee State,OVC,9,21,72.7,77.7,-5.00,-3.15,-4.55,-7.06,-11.62,96.41,110.71,-14.30
311,2019,Eastern Illinois,OVC,14,18,71.8,76.8,-4.94,-5.01,-4.69,-7.13,-11.81,97.61,113.13,-15.52
312,2019,Denver,Summit,8,22,69.5,77.3,-7.77,-2.97,-5.19,-6.64,-11.84,97.65,113.80,-16.16
313,2019,Nicholls State,Southland,14,17,72.9,74.3,-1.35,-6.98,-4.64,-7.23,-11.87,95.73,111.56,-15.82
314,2019,Bethune-Cookman,MEAC,14,17,73.9,72.4,1.45,-9.74,-4.98,-7.00,-11.98,90.85,106.40,-15.56
315,2019,Saint Peter's,MAAC,10,22,62.9,68.6,-5.75,-6.40,-11.80,-0.35,-12.15,91.88,108.75,-16.87
316,2019,Howard,MEAC,17,17,78.9,78.3,0.68,-9.52,-0.33,-11.97,-12.30,98.76,114.28,-15.52
317,2019,Manhattan,MAAC,11,21,57.3,62.8,-5.56,-7.32,-17.58,4.69,-12.89,86.61,105.07,-18.46
318,2019,Wagner,NEC,13,17,65.8,68.1,-2.33,-7.63,-13.40,0.41,-12.99,90.02,108.12,-18.10
319,2019,Idaho State,Big Sky,11,19,73.3,79.0,-5.70,-4.81,-3.48,-9.69,-13.17,100.44,118.46,-18.02
320,2019,Florida A&M,MEAC,12,19,62.2,66.4,-4.19,-8.09,-14.97,1.40,-13.57,86.57,105.05,-18.48
321,2019,Binghamton,AEC,10,23,65.2,72.0,-6.79,-4.69,-9.95,-3.97,-13.92,93.23,113.43,-20.20
322,2019,Cal Poly,Big West,6,23,66.6,75.3,-8.72,-3.54,-6.66,-7.29,-13.95,94.40,113.80,-19.40
323,2019,Central Connecticut State,NEC,11,20,71.1,76.4,-5.23,-6.71,-4.63,-9.39,-14.02,94.01,113.30,-19.29
324,2019,McNeese State,Southland,9,22,69.3,74.3,-4.97,-6.15,-7.39,-7.02,-14.41,95.82,115.82,-20.00
325,2019,Arkansas-Pine Bluff,SWAC,13,19,65.9,70.9,-5.03,-8.18,-9.29,-5.14,-14.43,91.29,110.73,-19.43
326,2019,SIU Edwardsville,OVC,10,21,73.1,81.3,-8.23,-5.06,-3.53,-10.94,-14.47,94.09,113.27,-19.18
327,2019,Mount St. Mary's,NEC,9,22,67.5,73.7,-6.26,-6.02,-9.48,-5.09,-14.57,91.63,111.16,-19.52
328,2019,Jackson State,SWAC,13,19,61.7,65.8,-4.16,-9.33,-15.06,0.46,-14.60,86.27,105.53,-19.26
329,2019,Tennessee Tech,OVC,8,23,67.9,75.8,-7.94,-3.00,-11.87,-2.89,-14.76,86.82,105.92,-19.11
330,2019,Stetson,A-Sun,7,24,69.4,78.4,-8.97,-3.46,-5.28,-9.73,-15.01,94.60,113.73,-19.13
331,2019,Maine,AEC,5,27,62.1,71.0,-8.84,-4.21,-11.70,-3.41,-15.11,90.54,112.85,-22.31
332,2019,Bryant,NEC,10,20,69.6,77.1,-7.53,-7.66,-6.04,-9.15,-15.19,95.78,116.07,-20.29
333,2019,South Carolina Upstate,Big South,6,26,67.8,74.8,-7.06,-4.27,-8.91,-6.40,-15.30,90.21,111.12,-20.91
334,2019,Alabama State,SWAC,12,19,67.3,72.1,-4.81,-7.84,-9.49,-6.11,-15.60,90.49,111.50,-21.01
335,2019,Morgan State,MEAC,9,21,72.0,76.8,-4.77,-10.70,-5.24,-10.75,-15.98,88.97,109.88,-20.91
336,2019,Kennesaw State,A-Sun,6,26,63.4,76.7,-13.28,-1.04,-10.54,-5.64,-16.17,88.29,109.68,-21.39
337,2019,San Jose State,MWC,4,27,65.9,81.7,-15.87,0.59,-6.73,-9.65,-16.37,91.40,113.43,-22.03
338,2019,Southern,SWAC,7,25,64.9,73.8,-8.84,-7.37,-10.96,-5.83,-16.79,90.49,113.41,-22.92
339,2019,South Carolina State,MEAC,8,26,70.2,76.3,-6.03,-8.30,-7.08,-9.78,-16.86,94.24,117.05,-22.81
340,2019,Northwestern State,Southland,11,20,66.2,73.5,-7.39,-5.99,-11.04,-6.03,-17.06,86.57,109.52,-22.96
341,2019,New Hampshire,AEC,5,24,60.1,68.6,-8.55,-6.03,-17.47,-1.20,-18.66,81.72,108.47,-26.75
342,2019,Idaho,Big Sky,5,27,67.9,76.9,-8.94,-6.19,-10.27,-8.48,-18.74,92.43,119.10,-26.67
343,2019,Coppin State,MEAC,8,25,64.2,76.0,-11.79,-7.11,-10.90,-8.00,-18.90,84.98,110.45,-25.48
344,2019,Incarnate Word,Southland,6,25,65.9,76.0,-10.03,-5.11,-9.33,-9.59,-18.93,93.84,120.49,-26.65
345,2019,Alabama A&M,SWAC,5,27,60.6,71.4,-10.84,-8.38,-15.19,-4.03,-19.23,84.53,111.44,-26.90
346,2019,UNC Asheville,Big South,4,27,59.9,74.6,-14.71,-2.35,-16.17,-3.64,-19.81,88.49,117.16,-28.67
347,2019,Savannah State,MEAC,11,20,76.1,86.9,-10.77,-9.04,-0.07,-20.44,-20.51,92.27,117.75,-25.48
348,2019,Alcorn State,SWAC,10,21,64.4,70.8,-6.42,-8.97,-15.58,-6.50,-22.08,84.56,114.88,-30.31
349,2019,Mississippi Valley State,SWAC,6,26,64.3,78.1,-13.75,-6.99,-11.10,-11.37,-22.47,86.00,116.37,-30.37
350,2019,Maryland-Eastern Shore,MEAC,7,25,57.3,71.6,-14.31,-7.91,-20.05,-4.16,-24.21,81.96,117.10,-35.14
351,2019,Chicago State,WAC,3,29,61.6,84.7,-23.13,0.67,-10.83,-14.00,-24.83,85.27,118.66,-33.39
352,2019,Delaware State,MEAC,6,25,63.1,76.5,-13.39,-10.13,-15.43,-11.40,-26.82,80.02,115.64,-35.62
0,2020,Kansas,Big 12,28,3,74.6,60.7,13.87,11.63,11.10,13.86,24.96,118.69,81.78,36.91
1,2020,Gonzaga,WCC,31,2,87.4,67.8,19.58,3.13,18.79,3.91,22.70,122.52,90.21,32.31
2,2020,Duke,ACC,25,6,82.5,68.0,14.55,8.00,15.97,6.58,22.55,117.58,84.69,32.89
3,2020,Michigan State,Big Ten,22,9,75.9,64.7,11.16,10.76,11.83,10.08,21.92,116.94,85.16,31.78
4,2020,Baylor,Big 12,26,4,71.1,60.1,11.00,9.13,6.68,13.45,20.13,113.16,82.92,30.24
5,2020,Arizona,Pac-12,21,11,76.4,65.3,11.09,8.40,10.01,9.48,19.49,113.66,85.52,28.14
